,your_best(red)
,<Average Winning Rate>
your_base1,0.1
your_base2,0.5
your_base3,-0.0
baseline,1.0
Num_Win,3.0
Avg_Winning_Rate,0.4
,<Average Scores>
your_base1,0.9
your_base2,3.0
your_base3,0.0
baesline,9.8
Avg_Score,3.4250000000000003
